team,county,state,date,case_inc_avg
BOS,Suffolk,Massachusetts,2021-02-22,23.44
BOS,Suffolk,Massachusetts,2021-02-23,23.82
BOS,Suffolk,Massachusetts,2021-02-24,25.82
BOS,Suffolk,Massachusetts,2021-02-25,25.72
BOS,Suffolk,Massachusetts,2021-02-26,26.25
BOS,Suffolk,Massachusetts,2021-02-27,25.9
BOS,Suffolk,Massachusetts,2021-02-28,26.72
BOS,Suffolk,Massachusetts,2021-03-01,27.64
BOS,Suffolk,Massachusetts,2021-03-02,25.05
BOS,Suffolk,Massachusetts,2021-03-03,24.91
BOS,Suffolk,Massachusetts,2021-03-04,24.26
BOS,Suffolk,Massachusetts,2021-03-05,24.55
BOS,Suffolk,Massachusetts,2021-03-06,24.32
BOS,Suffolk,Massachusetts,2021-03-07,23.67
BOS,Suffolk,Massachusetts,2021-03-08,22.22
CHA,Mecklenburg,North Carolina,2021-02-14,36.28
CHA,Mecklenburg,North Carolina,2021-02-15,34.24
CHA,Mecklenburg,North Carolina,2021-02-16,34.0
CHA,Mecklenburg,North Carolina,2021-02-17,33.07
CHA,Mecklenburg,North Carolina,2021-02-18,32.15
CHA,Mecklenburg,North Carolina,2021-02-19,30.37
CHA,Mecklenburg,North Carolina,2021-02-20,29.0
CHA,Mecklenburg,North Carolina,2021-02-21,26.94
CHA,Mecklenburg,North Carolina,2021-02-22,27.4
CHA,Mecklenburg,North Carolina,2021-02-23,26.56
CHA,Mecklenburg,North Carolina,2021-02-24,26.67
CHA,Mecklenburg,North Carolina,2021-02-25,25.71
CHA,Mecklenburg,North Carolina,2021-02-26,25.87
CHA,Mecklenburg,North Carolina,2021-02-27,25.66
CHA,Mecklenburg,North Carolina,2021-02-28,22.91
CHA,Mecklenburg,North Carolina,2021-03-01,26.11
CHA,Mecklenburg,North Carolina,2021-03-02,25.0
CHA,Mecklenburg,North Carolina,2021-03-03,23.71
CHA,Mecklenburg,North Carolina,2021-03-04,21.91
CHA,Mecklenburg,North Carolina,2021-03-05,20.14
CHA,Mecklenburg,North Carolina,2021-03-06,18.64
CHA,Mecklenburg,North Carolina,2021-03-07,18.64
CHA,Mecklenburg,North Carolina,2021-03-08,15.2
CHI,Cook,Illinois,2021-02-14,14.73
CHI,Cook,Illinois,2021-02-15,14.58
CHI,Cook,Illinois,2021-02-16,14.05
CHI,Cook,Illinois,2021-02-17,13.07
CHI,Cook,Illinois,2021-02-18,12.11
CHI,Cook,Illinois,2021-02-19,11.31
CHI,Cook,Illinois,2021-02-20,11.1
CHI,Cook,Illinois,2021-02-21,11.05
CHI,Cook,Illinois,2021-02-22,10.91
CHI,Cook,Illinois,2021-02-23,11.17
CHI,Cook,Illinois,2021-02-24,11.71
CHI,Cook,Illinois,2021-02-25,11.6
CHI,Cook,Illinois,2021-02-26,12.38
CHI,Cook,Illinois,2021-02-27,12.55
CHI,Cook,Illinois,2021-02-28,12.26
CHI,Cook,Illinois,2021-03-01,12.35
CHI,Cook,Illinois,2021-03-02,12.24
CHI,Cook,Illinois,2021-03-03,12.12
CHI,Cook,Illinois,2021-03-04,12.72
CHI,Cook,Illinois,2021-03-05,11.51
CHI,Cook,Illinois,2021-03-06,12.52
CHI,Cook,Illinois,2021-03-07,12.33
CHI,Cook,Illinois,2021-03-08,12.3
CLE,Cuyahoga,Ohio,2021-02-14,17.81
CLE,Cuyahoga,Ohio,2021-02-15,18.14
CLE,Cuyahoga,Ohio,2021-02-16,18.27
CLE,Cuyahoga,Ohio,2021-02-17,16.24
CLE,Cuyahoga,Ohio,2021-02-18,16.89
CLE,Cuyahoga,Ohio,2021-02-19,15.77
CLE,Cuyahoga,Ohio,2021-02-20,14.83
CLE,Cuyahoga,Ohio,2021-02-21,14.43
CLE,Cuyahoga,Ohio,2021-02-22,12.81
CLE,Cuyahoga,Ohio,2021-02-23,15.47
CLE,Cuyahoga,Ohio,2021-02-24,16.46
CLE,Cuyahoga,Ohio,2021-02-25,16.81
CLE,Cuyahoga,Ohio,2021-02-26,16.7
CLE,Cuyahoga,Ohio,2021-02-27,17.6
CLE,Cuyahoga,Ohio,2021-02-28,17.46
CLE,Cuyahoga,Ohio,2021-03-01,19.29
CLE,Cuyahoga,Ohio,2021-03-02,17.09
CLE,Cuyahoga,Ohio,2021-03-03,18.23
CLE,Cuyahoga,Ohio,2021-03-04,18.06
CLE,Cuyahoga,Ohio,2021-03-05,18.23
CLE,Cuyahoga,Ohio,2021-03-06,17.45
CLE,Cuyahoga,Ohio,2021-03-07,16.59
CLE,Cuyahoga,Ohio,2021-03-08,16.22
DAL,Dallas,Texas,2021-02-14,38.75
DAL,Dallas,Texas,2021-02-15,33.77
DAL,Dallas,Texas,2021-02-16,31.98
DAL,Dallas,Texas,2021-02-17,27.33
DAL,Dallas,Texas,2021-02-18,23.2
DAL,Dallas,Texas,2021-02-19,20.16
DAL,Dallas,Texas,2021-02-20,17.16
DAL,Dallas,Texas,2021-02-21,13.81
DAL,Dallas,Texas,2021-02-22,13.81
DAL,Dallas,Texas,2021-02-23,12.63
DAL,Dallas,Texas,2021-02-24,14.86
DAL,Dallas,Texas,2021-02-25,16.76
DAL,Dallas,Texas,2021-02-26,19.15
DAL,Dallas,Texas,2021-02-27,20.45
DAL,Dallas,Texas,2021-02-28,18.96
DAL,Dallas,Texas,2021-03-01,23.07
DAL,Dallas,Texas,2021-03-02,21.79
DAL,Dallas,Texas,2021-03-03,21.4
DAL,Dallas,Texas,2021-03-04,22.31
DAL,Dallas,Texas,2021-03-05,20.85
DAL,Dallas,Texas,2021-03-06,19.76
DAL,Dallas,Texas,2021-03-07,19.76
DAL,Dallas,Texas,2021-03-08,15.65
DEN,Denver,Colorado,2021-02-14,21.4
DEN,Denver,Colorado,2021-02-15,20.39
DEN,Denver,Colorado,2021-02-16,19.38
DEN,Denver,Colorado,2021-02-17,21.38
DEN,Denver,Colorado,2021-02-18,15.16
DEN,Denver,Colorado,2021-02-19,17.21
DEN,Denver,Colorado,2021-02-20,12.61
DEN,Denver,Colorado,2021-02-21,14.98
DEN,Denver,Colorado,2021-02-22,14.9
DEN,Denver,Colorado,2021-02-23,18.04
DEN,Denver,Colorado,2021-02-24,18.77
DEN,Denver,Colorado,2021-02-25,19.32
DEN,Denver,Colorado,2021-02-26,22.31
DEN,Denver,Colorado,2021-02-27,23.97
DEN,Denver,Colorado,2021-02-28,21.56
DEN,Denver,Colorado,2021-03-01,22.09
DEN,Denver,Colorado,2021-03-02,18.49
DEN,Denver,Colorado,2021-03-03,18.26
DEN,Denver,Colorado,2021-03-04,18.18
DEN,Denver,Colorado,2021-03-05,17.31
DEN,Denver,Colorado,2021-03-06,18.0
DEN,Denver,Colorado,2021-03-07,17.23
DEN,Denver,Colorado,2021-03-08,18.95
DET,Wayne,Michigan,2021-02-14,9.42
DET,Wayne,Michigan,2021-02-15,8.06
DET,Wayne,Michigan,2021-02-16,8.66
DET,Wayne,Michigan,2021-02-17,8.67
DET,Wayne,Michigan,2021-02-18,8.63
DET,Wayne,Michigan,2021-02-19,8.8
DET,Wayne,Michigan,2021-02-20,8.8
DET,Wayne,Michigan,2021-02-21,8.8
